TATACOFFEE,           Ratio_name Ratio_value company_name
1       margin_safety     3.38657      BRIGADE
2             ROA_pos           0      BRIGADE
3               fcfta           1      BRIGADE
4         accrual_pos           1      BRIGADE
5              fs_roa           0      BRIGADE
6           f_accrual           1      BRIGADE
7               lever           0      BRIGADE
8              liquid           0      BRIGADE
9   equity_repurchase           1      BRIGADE
10         asset_turn           0      BRIGADE
11          fs_margin           0      BRIGADE
NLCINDIA,           Ratio_name Ratio_value company_name
0       margin_growth    0.927853     NLCINDIA
1       margin_safety     2.78526     NLCINDIA
2             ROA_pos           1     NLCINDIA
3               fcfta           1     NLCINDIA
4         accrual_pos           1     NLCINDIA
5              fs_roa           0     NLCINDIA
6           f_accrual           1     NLCINDIA
7               lever           1     NLCINDIA
8              liquid           1     NLCINDIA
9   equity_repurchase           0     NLCINDIA
10         asset_turn           0     NLCINDIA
11          fs_margin           0     NLCINDIA
SCI,           Ratio_name Ratio_value company_name
0       margin_growth    0.964118          SCI
1       margin_safety     2.73081          SCI
2             ROA_pos           1          SCI
3               fcfta           0          SCI
4         accrual_pos           0          SCI
5              fs_roa           1          SCI
6           f_accrual           0          SCI
7               lever           1          SCI
8              liquid           0          SCI
9   equity_repurchase           0          SCI
10         asset_turn           0          SCI
11          fs_margin           1          SCI
SUDARSCHEM,           Ratio_name Ratio_value company_name
0       margin_growth    0.910333   SUDARSCHEM
1       margin_safety     6.98703   SUDARSCHEM
2             ROA_pos           1   SUDARSCHEM
3               fcfta           1   SUDARSCHEM
4         accrual_pos           1   SUDARSCHEM
5              fs_roa           0   SUDARSCHEM
6           f_accrual           1   SUDARSCHEM
7               lever           1   SUDARSCHEM
8              liquid           1   SUDARSCHEM
9   equity_repurchase           0   SUDARSCHEM
10         asset_turn           0   SUDARSCHEM
11          fs_margin           1   SUDARSCHEM
BEL,           Ratio_name Ratio_value company_name
0       margin_growth    0.850742          BEL
1       margin_safety     3.82729          BEL
2             ROA_pos           1          BEL
3               fcfta           1          BEL
4         accrual_pos           1          BEL
5              fs_roa           0          BEL
6           f_accrual           1          BEL
7               lever           1          BEL
8              liquid           1          BEL
9   equity_repurchase           0          BEL
10         asset_turn           0          BEL
11          fs_margin           1          BEL
CHAMBLFERT,           Ratio_name Ratio_value company_name
0       margin_growth     0.85364   CHAMBLFERT
1       margin_safety     5.32506   CHAMBLFERT
2             ROA_pos           1   CHAMBLFERT
3               fcfta           1   CHAMBLFERT
4         accrual_pos           1   CHAMBLFERT
5              fs_roa           1   CHAMBLFERT
6           f_accrual           0   CHAMBLFERT
7               lever           1   CHAMBLFERT
8              liquid           0   CHAMBLFERT
9   equity_repurchase           0   CHAMBLFERT
10         asset_turn           0   CHAMBLFERT
11          fs_margin           1   CHAMBLFERT
BPCL,           Ratio_name Ratio_value company_name
0       margin_growth    0.915254         BPCL
1       margin_safety     2.96524         BPCL
2             ROA_pos           1         BPCL
3               fcfta           1         BPCL
4         accrual_pos           1         BPCL
5              fs_roa           1         BPCL
6           f_accrual           0         BPCL
7               lever           1         BPCL
8              liquid           0         BPCL
9   equity_repurchase           0         BPCL
10         asset_turn           0         BPCL
11          fs_margin           1         BPCL
THYROCARE,           Ratio_name Ratio_value company_name
0       margin_growth    0.867736    THYROCARE
1       margin_safety     7.07545    THYROCARE
2             ROA_pos           1    THYROCARE
3               fcfta           1    THYROCARE
4         accrual_pos           1    THYROCARE
5              fs_roa           1    THYROCARE
6           f_accrual           0    THYROCARE
7               lever           0    THYROCARE
8              liquid           1    THYROCARE
9   equity_repurchase           0    THYROCARE
10         asset_turn           1    THYROCARE
11          fs_margin           1    THYROCARE
BHEL,           Ratio_name Ratio_value company_name
0       margin_growth    0.601055         BHEL
1       margin_safety   -0.144426         BHEL
2             ROA_pos           0         BHEL
3               fcfta           0         BHEL
4         accrual_pos           1         BHEL
5              fs_roa           0         BHEL
6           f_accrual           0         BHEL
7               lever           0         BHEL
8              liquid           1         BHEL
9   equity_repurchase           0         BHEL
10         asset_turn           0         BHEL
11          fs_margin           0         BHEL
SUPPETRO,           Ratio_name Ratio_value company_name
0       margin_growth    0.877842     SUPPETRO
1       margin_safety      1.8106     SUPPETRO
2             ROA_pos           1     SUPPETRO
3               fcfta           1     SUPPETRO
4         accrual_pos           1     SUPPETRO
5              fs_roa           0     SUPPETRO
6           f_accrual           1     SUPPETRO
7               lever           1     SUPPETRO
8              liquid           0     SUPPETRO
9   equity_repurchase           0     SUPPETRO
10         asset_turn           1     SUPPETRO
11          fs_margin           0     SUPPETRO
EPL,           Ratio_name Ratio_value company_name
0       margin_growth    0.937484          EPL
1       margin_safety     16.4194          EPL
2             ROA_pos           1          EPL
3               fcfta           0          EPL
4         accrual_pos           0          EPL
5              fs_roa           1          EPL
6           f_accrual           0          EPL
7               lever           1          EPL
8              liquid           1          EPL
9   equity_repurchase           0          EPL
10         asset_turn           0          EPL
11          fs_margin           0          EPL
HINDCOPPER,           Ratio_name Ratio_value company_name
0       margin_growth    0.867089   HINDCOPPER
1       margin_safety   -0.408509   HINDCOPPER
2             ROA_pos           1   HINDCOPPER
3               fcfta           1   HINDCOPPER
4         accrual_pos           1   HINDCOPPER
5              fs_roa           1   HINDCOPPER
6           f_accrual           0   HINDCOPPER
7               lever           1   HINDCOPPER
8              liquid           1   HINDCOPPER
9   equity_repurchase           1   HINDCOPPER
10         asset_turn           0   HINDCOPPER
11          fs_margin           1   HINDCOPPER
CIPLA,           Ratio_name Ratio_value company_name
0       margin_growth    0.909172        CIPLA
1       margin_safety     8.45576        CIPLA
2             ROA_pos           1        CIPLA
